Date,Close,Change
1/3/19,157.68,0.94
1/4/19,158.31,0.63
1/7/19,159.29,0.98
1/8/19,161.09,1.8
1/9/19,159.68,-1.41
1/10/19,161.86,2.18
1/11/19,161.4,-0.46
1/14/19,161.4,0
1/15/19,163.05,1.65
1/16/19,163.78,0.73
1/17/19,164.38,0.6
1/18/19,164.67,0.29
1/22/19,164.68,0.01
1/23/19,165.79,1.11
1/24/19,165.65,-0.14
1/25/19,167.41,1.76
1/28/19,168.05,0.64
1/29/19,169.44,1.39
1/30/19,170.47,1.03
1/31/19,172.84,2.37
2/1/19,170.43,-2.41
2/4/19,170.94,0.51
2/5/19,172.43,1.49
2/6/19,170.27,-2.16
2/7/19,172.01,1.74
2/8/19,172.43,0.42
2/11/19,172.99,0.56
2/12/19,172.59,-0.4
2/13/19,173.7,1.11
2/14/19,175.79,2.09
2/15/19,177.82,2.03
2/19/19,177.6,-0.22
2/20/19,176.69,-0.91
2/21/19,176.51,-0.18
2/22/19,176.63,0.12
2/25/19,174.23,-2.4
2/26/19,174.02,-0.21
2/27/19,173.2,-0.82
2/28/19,176.15,2.95
3/1/19,177.92,1.77
3/4/19,179.69,1.77
3/5/19,181.06,1.37
3/6/19,181.65,0.59
3/7/19,181.75,0.1
3/8/19,181.61,-0.14
3/11/19,185.16,3.55
3/12/19,185.75,0.59
3/13/19,187.23,1.48
3/14/19,187.97,0.74
3/15/19,188.97,1
3/18/19,188.89,-0.08
3/19/19,189.91,1.02
3/20/19,191.54,1.63
3/21/19,194.71,3.17
3/22/19,193.65,-1.06
3/25/19,195.69,2.04
3/26/19,195.05,-0.64
3/27/19,194.09,-0.96
3/28/19,194.93,0.84
3/29/19,197.06,2.13
4/1/19,192.51,-4.55
4/2/19,195.12,2.61
4/3/19,194.29,-0.83
4/4/19,193.05,-1.24
4/5/19,195.76,2.71
4/8/19,196.22,0.46
4/9/19,196.72,0.5
4/10/19,196.62,-0.1
4/11/19,196.65,0.03
4/12/19,197.96,1.31
4/15/19,196.09,-1.87
4/16/19,192.2,-3.89
4/17/19,191.17,-1.03
4/18/19,192.91,1.74
4/22/19,192.32,-0.59
4/23/19,193.4,1.08
4/24/19,193.23,-0.17
4/25/19,192.29,-0.94
4/26/19,193.21,0.92
4/29/19,192.44,-0.77
4/30/19,195.3,2.86
5/1/19,192.91,-2.39
5/2/19,192.8,-0.11
5/3/19,192.95,0.15
5/6/19,192.18,-0.77
5/7/19,189.85,-2.33
5/8/19,191.64,1.79
5/9/19,192.52,0.88
5/10/19,195.66,3.14
5/13/19,196.88,1.22
5/14/19,198.07,1.19
5/15/19,200.47,2.4
5/16/19,202.02,1.55
5/17/19,202.43,0.41
5/20/19,198.25,-4.18
5/21/19,198.17,-0.08
5/22/19,200.67,2.5
5/23/19,202.92,2.25
5/24/19,203,0.08
5/28/19,202.55,-0.45
5/29/19,201.13,-1.42
5/30/19,204.69,3.56
